# generated by scripts/build_synonyms.py from WordNet — do not edit by hand
word	synonym	sense_rank
loudmouth	blusterer	0
loudness	brashness	1
loudspeaker	speaker	0
lounge	sofa	0
lounger	dallier	0
lounging	loiter	1
lousiness	pediculosis	0
lousy	rotten	0
lovable	loveable	0
love	enjoy	1
lovebird	budgerigar	0
loveliness	fairness	0
lovelorn	unbeloved	0
lovely	adorable	1
lover	fan	1
loving	enjoy	1
lovingly	fondly	0
lovingness	affectionateness	1
low	miserable	5
lowball	underestimate	0
lowbrow	philistine	0
lower	miserable	5
lowercase	minuscule	0
lowerclassmen	underclassman	0
lowering	lour	1
lowermost	bottommost	0
lowlife	stinker	0
lowliness	obscureness	0
lowly	modest	0
lowness	lowliness	0
loyal	patriotic	1
loyalist	stalwart	0
loyalty	trueness	0
lozenge	tablet	1
lube	lubricant	0
lubricant	lube	0
lubricate	lube	1
lubricator	lube	0
lucid	limpid	0
lucidity	clearness	0
lucidly	limpidly	0
lucidness	limpidity	0
luck	fate	0
luckily	fortunately	0
luckless	unlucky	0
lucky	golden	2
lucrative	moneymaking	0
ludicrous	cockeyed	1
ludicrously	laughably	0
lug	lobworm	3
luggage	baggage	0
lugged	tote	0
lukewarm	tepid	0
lukewarmly	tepidly	0
lull	letup	0
lullaby	berceuse	0
lumber	timber	0
lumbering	ponderous	0
lumberjack	logger	0
lumberman	feller	0
luminance	luminousness	0
luminary	notable	0
luminescence	glow	1
luminosity	luminance	0
luminous	aglow	0
luminousness	luminance	0
lump	chunk	0
lumping	collocate	1
lumpish	unthinking	0
lumpy	chunky	0
lunacy	madness	0
lunatic	maniac	0
lunch	tiffin	0
luncheon	dejeuner	0
lunge	hurl	0
lunged	hurtle	0
lurch	stagger	0
lure	tempt	0
luridness	lividness	1
lurk	skulk	0
lurker	skulker	0
luscious	voluptuous	0
lusciously	scrumptiously	0
lusciousness	delectability	0
lush	exuberant	0
lushness	luxuriance	0
lust	lecherousness	0
luster	splendor	0
lusterless	lacklustre	0
lustful	salacious	0
lustfulness	lecherousness	0
lustiness	hardiness	0
lustrous	burnished	0
lusty	hearty	1
luxuriant	elaborate	0
luxuriate	wanton	0
luxurious	voluptuous	0
luxuriously	richly	1
luxuriousness	sumptuousness	0
luxury	lavishness	1
lying	lie	0
lynx	catamount	1
lyric	words	0
lyricism	songfulness	0
lyrics	language	0
macabre	grisly	0
machete	matchet	0
machetes	matchet	0
machination	intrigue	0
machine	auto	5
machinelike	automatonlike	0
machinist	mechanic	0
macho	butch	0
mad	sore	0
madam	dame	0
maddening	craze	0
madder	huffy	0
made	make	0
madhouse	nuthouse	0
madly	frantically	0
madman	maniac	0
madness	lunacy	0
maelstrom	whirlpool	0
maestro	master	0
mafia	maffia	0
magazine	cartridge	3
magi	magus	1
magic	trick	1
magical	wizard	0
magician	conjurer	0
magnanimous	greathearted	0
magnet	attraction	1
magnetic	charismatic	4
magnetization	magnetisation	0
magnetize	mesmerize	1
magnetometer	gaussmeter	0
magnification	exaggeration	2
magnificence	richness	0
magnificent	splendid	0
magnificently	splendidly	0
magnify	amplify	0
magnifying	amplify	0
mahogany	sepia	2
maid	housemaid	0
maidenhood	girlhood	0
maidservant	housemaid	0
mail	post	1
mailbag	postbag	1
mailbox	postbox	1
mailed	post	1
mailing	posting	1
mailman	postman	0
main	chief	0
mainframe	processor	1
mainly	primarily	0
mainsheet	shroud	0
mainstay	pillar	0
maintain	preserve	1
maintenance	upkeep	0
maize	corn	0
majestic	olympian	0
majesty	loftiness	0
majority	bulk	0
make	get	1
maker	divine	1
makeshift	improvised	0
makeup	constitution	2
making	make	0
maladjusted	disturbed	1
malarkey	nothingness	0
male	manly	1
maleness	masculinity	0
malevolence	malignity	0
malevolent	malign	1
malformation	misshapenness	0
malformed	misshapen	0
malice	venom	0
maliciousness	spitefulness	0
malign	badmouth	0
mall	plaza	1
malleability	plasticity	0
malleable	ductile	0
mallet	hammer	1
malnourishment	undernourishment	0
maltreat	mistreat	0
maltreatment	abuse	0
mama	mommy	0
mamma	momma	0
man	human	3
manage	handle	1
manageability	manageableness	0
manageable	doable	1
management	direction	0
manager	director	0
mandate	authorization	0
mandatory	compulsory	0
maneuver	tactics	1
maneuverability	manoeuvrability	0
maneuverable	manoeuvrable	0
manger	trough	0
mangle	maul	1
mangling	maul	1
manhood	humanity	1
mania	passion	0
maniac	madman	0
manic	frenzied	0
manifest	demonstrate	0
manifestation	materialization	2
manifested	certify	0
manifestly	patently	0
manifesto	pronunciamento	0
manipulate	fudge	2
manipulation	handling	1
manipulator	operator	0
mankind	humanity	0
manlike	manful	0
manliness	virility	0
manly	virile	1
mannequin	mannikin	0
manner	fashion	0
mannerism	foible	0
manners	fashion	1
manpower	workforce	0
mansion	residence	1
mansions	residence	1
manslayer	liquidator	0
mantel	chimneypiece	0
mantelpiece	mantlepiece	0
mantle	blanket	3
mantled	clothed	2
manufacture	construct	0
manufacturer	maker	0
manufacturing	fabrication	0
manuscript	holograph	1
map	function	1
mapmaking	cartography	0
marauder	piranha	0
marauding	predatory	0
marbles	wits	1
march	borderland	4
marcher	parader	1
mare	maria	1
margarine	oleomargarine	0
margin	border	0
marginal	fringy	0
marijuana	ganja	0
marine	nautical	1
mariner	seaman	0
marionette	puppet	0
marital	matrimonial	0
maritime	nautical	0
mark	score	0
marked	label	0
market	grocery	2
marketable	sellable	1
marketer	vender	0
marketing	selling	0
marketplace	mart	1
marking	label	0
marksman	sharpshooter	0
marooned	stranded	0
marriage	union	0
marriageable	nubile	0
married	marital	1
marrow	kernel	4
marry	wed	0
marrying	wed	0
mars	march	2
marsh	fen	0
marshland	fenland	0
marshy	squashy	0
martial	soldierly	0
martyr	sufferer	0
martyrdom	calvary	1
marvel	wonder	0
marvelous	tremendous	0
marvelously	terrifically	0
marxist	bolshie	1
masculinity	maleness	0
mashed	squash	0
masher	wolf	0
mashing	squelch	0
mask	masquerade	2
masked	disguised	0
mason	stonemason	3
masonry	freemasonry	1
masque	mask	0
masquerade	mask	0
masquerader	masker	0
mass	aggregate	0
massacre	slaughter	0
masses	multitude	0
massive	monumental	0
massiveness	bulkiness	0
master	maestro	0
masterful	virtuoso	0
masterly	virtuoso	0
mastermind	originator	0
mastery	supremacy	1
masticate	manducate	1
masturbator	onanist	0
mat	flatness	5
match	lucifer	0
matching	duplicate	0
matchless	unmatched	0
matchwood	splinters	0
mate	teammate	1
material	stuff	0
materialism	philistinism	0
materialistic	mercenary	0
materiality	corporality	1
materialization	materialisation	0
materialize	happen	0
maternal	parental	2
maternally	motherly	0
maternity	pregnancy	0
mathematical	numerical	1
mating	union	0
matriarch	materfamilias	0
matriarchs	materfamilias	0
matrimonial	marital	0
matrimony	wedlock	0
matte	flatness	1
matted	entangle	0
matter	thing	0
maturation	maturement	0
mature	ripe	3
maturing	grow	0
maturity	adulthood	0
maul	mangle	1
mauling	mangle	1
maverick	rebel	0
max	soap	0
maxim	axiom	0
maximization	maximisation	1
may	whitethorn	1
maybe	perhaps	0
mayhem	havoc	1
maze	labyrinth	0
meadow	hayfield	0
meadowlark	lark	0
meager	stingy	0
meagerly	scrimpy	0
meagerness	meagreness	0
meal	repast	0
mean	intend	0
meander	weave	0
meaner	average	0
meaning	import	0
meaningless	nonmeaningful	0
meaninglessness	nonsensicality	0
meanly	nastily	0
meanness	closeness	1
means	intend	0
meant	intend	0
meantime	meanwhile	0
meanwhile	meantime	1
measles	rubeola	0
measly	paltry	0
measurability	quantifiability	0
measurable	mensurable	0
measure	quantify	1
measured	quantify	1
measureless	illimitable	0
measurement	mensuration	0
measuring	mensurate	0
meat	center	2
meaty	substantive	1
mechanic	machinist	0
mechanically	automatically	0
mechanics	machinist	2
mechanization	mechanisation	0
mechanize	motorize	0
medal	palm	0
medallion	decoration	3
meddle	tamper	0
meddlesome	interfering	0
meddlesomeness	intrusiveness	0
meddling	tamper	0
media	sensitive	8
mediate	intercede	0
mediating	arbitrate	0
mediation	intermediation	1
mediator	intermediary	0
medic	trefoil	0
medical	aesculapian	2
medication	medicament	0
medicinal	medicative	0
medicine	music	3
medics	trefoil	0
medieval	gothic	1
mediocre	average	1
mediocrity	averageness	0
meditate	speculate	0
meditating	speculate	0
meditation	speculation	0
meditative	reflective	0
medium	sensitive	8
medley	potpourri	0
medulla	myeline	0
meek	mild	0
meekly	humbly	1
meekness	submission	0
meerkat	mierkat	0
meet	see	0
meeting	encounter	2
meetinghouse	conventicle	0
megabit	mbit	0
megabits	mbit	0
megabyte	mebibyte	1
megahertz	megacycle	0
melancholy	somber	1
meld	canasta	0
melee	scrimmage	0
mellow	high	4
mellowness	richness	2
melodic	musical	0
melodiously	tunefully	0
melodiousness	tunefulness	0
melodramatic	histrionic	1
melody	strain	0
melt	run	0
melted	dissolve	1
melting	dissolve	1
member	appendage	2
membership	rank	0
memento	souvenir	0
memorably	unforgettably	0
memorial	remembrance	0
memorialize	immortalize	1
memorization	memorisation	0
memorize	con	0
memory	store	3
men	man	1
menace	threat	0
menacing	forbidding	0
menacingly	threateningly	0
menagerie	zoo	1
mend	restore	0
mender	repairer	0
mending	bushel	0
mends	bushel	0
menial	lowly	0
menopause	climacteric	0
menstrual	catamenial	0
menstruate	flow	0
menstruation	catamenia	0
mental	genial	3
mentality	outlook	0
mention	refer	0
menu	card	0
meow	mew	0
mercantile	moneymaking	1
merchandise	product	0
merchantable	vendable	0
merchantman	freighter	0
mercifulness	clemency	2
merciless	unmerciful	0
mercilessly	unmercifully	0
mercilessness	pitilessness	0
mercury	quicksilver	0
mercy	clemency	0
mere	bare	1
merely	simply	0
merge	unite	0
merger	uniting	0
meridian	pinnacle	0
merited	deserve	0
meritless	sorry	0
merrily	happily	0
merriment	gaiety	0
merriness	jocoseness	0
merry	gay	0
merrymaker	reveller	0
merrymaking	conviviality	0
mesa	table	0
mesh	interlocking	1
meshed	engage	0
mesmerism	hypnotism	0
mesmerize	magnetize	0
mess	hole	1
message	content	1
messenger	courier	0
messiah	christ	0
messily	untidily	0
messiness	mussiness	0
messy	mussy	0
met	meet	0
metabolism	metamorphosis	0
metal	alloy	1
metalworker	smith	0
metamorphoses	transmogrify	0
metamorphosis	metabolism	0
meter	metre	0
meth	chalk	0
methadone	fixer	0
methamphetamine	deoxyephedrine	0
meticulous	punctilious	0
meticulousness	scrupulousness	0
metric	measured	1
metrical	measured	1
metrics	prosody	0
metro	subway	0
metropolis	city	0
mettlesome	gamey	1
mice	mouse	0
microbe	germ	0
microchip	chip	0
microgram	mcg	0
microphone	mike	0
midbrain	mesencephalon	0
midday	noonday	0
middle	center	0
middleman	wholesaler	0
midget	dwarf	0
midland	upcountry	2
midline	midplane	0
midpoint	centre	0
midriff	midsection	0
midsection	midriff	0
midst	thick	0
midway	halfway	0
midweek	wed	0
midwife	accoucheuse	0
midwifery	obstetrics	0
might	power	0
mightily	powerful	1
mightiness	power	0
migraine	megrim	0
migrate	transmigrate	0
mike	microphone	0
mild	meek	1
milder	meek	1
mildew	mold	0
mildly	gently	1
mildness	clemency	0
mile	knot	1
mileage	milage	0
milepost	milestone	0
miles	knot	1
milestone	milepost	0
militant	warlike	0
militarization	militarisation	0
militia	reserves	0
milker	milcher	0
milkmaid	dairymaid	0
milkshake	shake	0
milkweed	silkweed	0
milky	whitish	0
mill	factory	0
million	billion	1
millions	billion	1
millipede	millepede	0
millisecond	msec	0
millstone	albatross	0
mime	mummer	0
mimic	mime	0
mimicry	apery	0
mince	soften	0
minced	soften	0
mincing	moderate	0
mind	head	0
minded	heed	3
mindful	aware	0
mindfully	heedfully	0
mindfulness	heedfulness	0
minding	heed	3
mindless	forgetful	2
mindlessly	senselessly	1
mindlessness	pointlessness	0
mindset	outlook	0
mingle	unify	0
miniaturization	miniaturisation	0
minibar	cellaret	0
minimalism	reductivism	0
minimization	minimisation	0
minimize	downplay	1
mining	excavation	0
miniscule	minuscule	0
minister	pastor	0
minor	underage	4
minority	nonage	2
minstrel	jongleur	0
mint	heap	0
minus	subtraction	0
minuscule	miniscule	2
minute	second	1
minutely	circumstantially	0
minuteness	petiteness	0
miraculous	marvelous	0
mirth	hilarity	0
misaddress	misdirect	0
misadventure	mischance	0
misadvise	misguide	0
misadvised	misguide	0
misanthropic	cynical	0
misapplication	misappropriation	1
misapply	misuse	0
misapprehend	misconceive	0
misapprehension	misunderstanding	0
misappropriate	malversate	0
misappropriation	misapplication	0
misbehave	misconduct	0
misbehavior	misdeed	0
misbeliever	heretic	0
miscalculate	misestimate	0
miscalculation	misestimation	0
miscarriage	abortion	0
miscarry	fail	0
miscellaneous	assorted	0
mischief	devilry	0
mischievous	pixilated	0
mischievously	naughtily	0
mischievousness	naughtiness	0
misconceive	misapprehend	0
misconduct	wrongdoing	1
misconstrue	misinterpret	0
miscreant	reprobate	0
misdeed	misbehavior	0
misdemeanor	infraction	0
misdirect	subvert	0
misdirection	mismanagement	2
miserable	suffering	0
misery	wretchedness	0
misfire	dud	0
misgiving	scruple	0
misguide	misdirect	0
misguided	mistaken	1
misguiding	misdirect	0
mishandle	bollix	0
mishap	mischance	0
mishmash	hodgepodge	0
misidentify	mistake	0
misinform	mislead	0
misinterpret	misread	1
mislay	misplace	0
mislead	misdirect	0
misleading	deceptive	0
misleadingly	deceivingly	0
misled	misdirect	0
mismanage	mishandle	0
mismanagement	misdirection	0
mismatched	uneven	1
misplace	mislay	0
misplacement	malposition	0
misprint	literal	0
mispronounce	misspeak	0
misread	misinterpret	1
misrepresent	belie	0
misrule	misgovernment	0
miss	girl	0
misshapen	malformed	0
misshapenness	malformation	0
missile	projectile	1
missing	lose	0
mission	charge	2
misspeak	mispronounce	0
misstep	stumble	0
mistakable	confusable	0
mistake	fault	0
mistaken	slip	1
mistakenly	erroneously	0
mistaking	misidentify	0
misted	befog	1
mistflower	ageratum	0
mistiness	haziness	0
mistook	misidentify	0
mistreat	maltreat	0
mistress	schoolmarm	1
mistrust	distrust	0
mistrustful	untrusting	0
mistrustfully	distrustfully	0
mistrusting	distrust	0
misty	foggy	0
misunderstand	misinterpret	0
misunderstanding	mistaking	0
misunderstood	misinterpret	0
misuse	abuse	0
mite	speck	0
mitigate	extenuate	0
mitigating	extenuate	0
mitigation	palliation	0
mitochondria	chondriosome	0
mitt	paw	0
mix	fuse	0
mixable	miscible	0
mixed	blend	0
mixer	sociable	0
mixture	concoction	1
moan	groan	0
moaner	squawker	0
moaning	groan	0
moat	fosse	0
mob	rout	0
mobile	wandering	0
mobilization	mobilisation	0
mobilize	summon	0
mobster	gangster	0
moccasin	mocassin	0
mock	bemock	0
mocker	jeerer	0
mockery	jeering	0
mode	manner	0
model	framework	0
modeling	molding	0
moderate	temperate	1
moderated	chair	0
moderately	reasonably	0
moderateness	modestness	0
moderation	easing	1
modern	advanced	3
modernism	contemporaneity	1
modernization	modernisation	0
modernize	overhaul	0
modest	small	1
modesty	reserve	1
modification	alteration	0
modified	qualify	1
modifier	qualifier	0
modify	qualify	1
modulate	inflect	1
modulation	transition	0
module	faculty	0
mogul	tycoon	2
moist	damp	0
moisten	dampen	0
moistener	dampener	0
moistly	damply	0
moistness	dampness	0
moisture	wet	0
moisturize	humidify	0
moisturizing	humidify	0
molar	grinder	0
mold	stamp	0
moldable	fictile	0
moldiness	mustiness	0
molding	mildew	1
moldy	musty	0
mole	counterspy	1
molecule	particle	1
molest	harass	1
molestation	harassment	1
mollusk	shellfish	0
molten	liquefied	0
mom	mama	0
moment	second	0
momentary	fleeting	0
momentum	impulse	0
momma	mummy	0
mommy	mama	0
monarch	sovereign	0
monarchist	royalist	0
monastic	cloistered	0
monetary	pecuniary	0
moneylender	shylock	0
moneymaking	remunerative	1
moneyman	financier	0
mongrel	mutt	1
moniker	cognomen	0
monitor	proctor	0
monk	monastic	0
monkey	rascal	1
monkfish	allmouth	1
monochromatic	homochromatic	1
monocle	eyeglass	0
monogamist	monogynist	0
monolithic	monumental	0
monologue	soliloquy	0
monopolization	monopolisation	0
monotone	droning	0
monotonous	humdrum	0
monotony	sameness	0
monster	giant	1
monstrosity	freak	0
monstrous	atrocious	1
monstrously	hideously	0
montage	collage	0
monument	memorial	0
monumental	monolithic	2
mooch	scrounger	0
moocher	scrounger	0
mood	humor	0
moody	glum	0
mooing	low	0
moon	lunation	2
mooned	daydream	0
mooning	daydream	0
moonlight	moonshine	0
moonshine	moonlight	0
moonshiner	bootlegger	0
moose	elk	0
moot	debatable	1
mop	swab	0
moped	pout	4
moping	mope	0
moralist	martinet	1
morality	ethics	1
moralization	moralisation	0
moralize	sermonize	1
morally	virtuously	1
morals	ethics	0
morbid	ghoulish	1
morbidity	unwholesomeness	2
moreover	furthermore	0
morgue	mortuary	0
morning	sunrise	2
mornings	forenoon	0
morocco	maroc	0
moron	idiot	0
moroseness	sullenness	0
morsel	bite	1
mortal	deadly	1
mortality	deathrate	1
mortar	howitzer	0
mortarboard	hawk	0
mortician	undertaker	0
mortification	chagrin	0
mortified	subdue	1
mortify	subdue	1
mortifying	subdue	1
mortuary	morgue	0
mosaic	photomosaic	5
mossy	stodgy	1
most	near	2
mostly	largely	0
mothered	overprotect	0
motherhood	maternity	0
mothering	overprotect	0
motherland	fatherland	0
motherliness	maternalism	0
motif	theme	2
motion	gesture	0
motionless	inactive	0
motionlessness	lifelessness	0
motivate	prompt	0
motivation	need	0
motivator	inducement	0
motive	need	0
motiveless	unprovoked	0
motley	sundry	0
motorbike	minibike	0
motorboat	powerboat	0
motorbus	autobus	0
motorcar	automobile	0
motorcycle	bike	0
motored	drive	0
motorist	automobilist	0
motorize	mechanize	2
motorized	mechanized	1
motorway	throughway	0
mottled	dappled	0
motto	slogan	0
mound	hill	0
mount	climb	1
mountainous	craggy	0
mountainside	versant	0
mounted	climb	1
mounting	climb	1
mourner	griever	0
mournful	plaintive	0
mournfulness	sorrowfulness	0
mourning	bereavement	0
mouse	shiner	1
moustache	mustache	0
mouth	lip	6
mouthed	verbalize	0
mouthful	taste	1
mouthing	utter	0
mouthpiece	gumshield	3
mouthwash	gargle	0
movable	moveable	1
move	travel	0
movement	motion	0
mover	proposer	1
movers	proposer	1
movie	picture	0
moving	travel	0
mow	mop	1
mowing	pout	1
much	lots	4
muck	goo	0
mucky	boggy	0
mud	clay	0
muddiness	wateriness	0
muddle	puddle	0
muddled	woolly	0
muddleheaded	addlebrained	0
muddy	soggy	0
mudslinger	muckraker	0
muff	fumble	1
muffed	bungle	1
muffin	gem	0
muffle	stifle	0
muffled	dull	0
muffler	silencer	0
mug	chump	1
muggy	steamy	0
mule	scuff	1
mull	muse	0
mulled	ruminate	0
multicolor	varicolored	0
multicolored	particolored	0
multifaceted	multifarious	0
multifariously	diversely	0
multinational	transnational	0
multiphase	polyphase	0
multiplication	propagation	0
multiplicity	numerousness	1
multiply	manifold	1
multiplying	manifold	1
multitude	battalion	0
mum	momma	1
mumble	mutter	0
mumbling	mutter	0
mummy	momma	0
munch	crunch	0
mundane	everyday	0
mundanely	terrestrially	0
munitions	weaponry	0
murder	execution	0
murderer	manslayer	0
murdering	dispatch	0
murderous	homicidal	0
murderously	amuck	1
murkily	dimly	1
murkiness	fogginess	0
murky	muddy	0
murmur	mutter	0
murmuring	croak	1
muscle	brawn	4
muscleman	bodybuilder	1
muscular	mesomorphic	1
muscularity	brawniness	1
mused	ruminate	0
mush	dogsled	1
mushiness	pulpiness	0
mushy	hokey	1
music	euphony	1
musical	melodic	3
musician	player	0
musing	ponder	0
muskrat	musquash	1
muslim	moslem	0
must	moldiness	2
mustache	moustache	0
muster	summon	0
mustiness	moldiness	0
musty	moldy	0
mutable	changeable	0
mutant	sport	0
mutation	variation	0
mute	unspoken	0
muted	hushed	0
mutely	wordlessly	0
muteness	mutism	0
muter	tongueless	0
mutilate	mangle	0
mutilated	maimed	0
mutilator	mangler	0
mutism	muteness	0
mutt	mongrel	0
mutter	mumble	0
mutterer	murmurer	0
muttering	mumble	0
mutton	mouton	0
mutual	common	0
mutualism	symbiosis	0
mutuality	interdependence	1
mutually	reciprocally	0
muzzle	gag	3
myopia	nearsightedness	0
myopic	nearsighted	0
mysterious	inscrutable	0
mysteriously	cryptically	0
mystery	secret	0
mystic	occult	0
mystical	occult	2
mystification	bewilderment	0
mystified	metagrobolized	0
mystify	stupefy	0
mythic	fabulous	1
mythical	mythological	0
mythological	mythical	0
mythologize	mythicize	1
nab	apprehend	1
nag	peck	0
nagger	scolder	0
nagging	shrewish	0
nail	collar	1
nailing	apprehend	1
naive	primitive	1
naked	bare	0
nakedness	nudeness	0
name	figure	3
nameless	unnamed	0
namelessness	anonymity	0
namely	videlicet	0
naming	identify	1
nanny	nurse	0
nanometer	millimicron	0
nap	sleep	0
nape	scruff	0
napkin	diaper	1
napoleon	bonaparte	0
napped	catnap	0
napping	catnap	0
nappy	napkin	0
narcissistic	egotistical	0
narrate	recount	1
narration	tale	0
narrative	tale	0
narrator	teller	0
narrow	minute	4
narrower	minute	4
narrowness	slimness	3
nasal	pinched	1
nastily	meanly	0
nastiness	filthiness	0
nasty	awful	0
nation	state	0
national	internal	4
nationalism	patriotism	0
nationalist	patriot	0
nationalistic	chauvinistic	0
nationalization	nationalisation	0
nationally	nationwide	1
nationwide	countrywide	0
native	aboriginal	2
natives	aboriginal	0
nativity	nascency	0
natural	rude	6
naturalism	realism	1
naturalistic	realistic	0
naturalization	naturalisation	0
naturalize	domesticate	4
naturalized	established	0
naturally	course	0
naturalness	artlessness	1
naturist	nudist	0
naughtily	mischievously	0
naughtiness	mischievousness	0
naughty	juicy	0
nausea	sickness	0
nauseate	sicken	0
nauseating	sickening	0
nauseous	offensive	0
nautical	maritime	0
navel	bellybutton	0
navigate	voyage	0
navigation	piloting	0
navy	usn	2
near	approach	0
nearest	nigh	0
nearly	almost	0
nearness	closeness	0
nearsighted	shortsighted	0
nearsightedness	shortsightedness	0
neat	orderly	0
neatness	spruceness	0
nebulizer	atomizer	0
nebulous	cloudy	0
necessarily	inevitably	1
necessitate	postulate	0
necessity	essential	1
neck	cervix	0
neckband	choker	2
necktie	tie	0
necromancy	sorcery	0
necrophilia	necromania	0
nectar	ambrosia	2
need	take	0
needful	required	0
neediness	privation	0
needing	involve	0
needled	goad	0
needlelike	acuate	0
needless	gratuitous	0
needlework	needlecraft	0
needling	goad	0
needs	ask	0
needy	indigent	0
nefarious	villainous	0
negate	contradict	0
negative	disconfirming	3
neglect	overlook	0
neglectful	inattentive	0
neglectfulness	negligence	0
negligee	wrapper	0
negligence	carelessness	0
negligible	trifling	1
negotiable	transferable	2
negotiate	negociate	0
negotiation	dialogue	0
negotiator	treater	0
neigh	whinny	0
neighborhood	vicinity	0
neighboring	adjacent	0
neighborliness	neighbourliness	0
nemeses	bane	1
nemesis	scourge	1
nerd	grind	0
nerve	heart	1
nervous	anxious	1
nervousness	jitteriness	0
nervy	jittery	0
nestle	snuggle	0
nestling	tiddler	1
net	internet	0
nether	chthonic	1
netherworld	underworld	0
netlike	weblike	0
netted	sack	0
netting	veiling	0
network	web	0
neuropsychology	psychophysiology	0
neuroses	psychoneurosis	0
neurosis	psychoneurosis	0
neurotic	psychoneurotic	1
neuroticism	psychoneurosis	0
neurotoxin	neurolysin	0
neuter	sexless	1
neutral	impersonal	0
neutrality	disinterest	1
neutralization	neutralisation	0
neutralize	nullify	1
nevertheless	nonetheless	0
new	fresh	1
newbie	fledgling	0
newcomer	starter	0
newly	freshly	0
newlywed	honeymooner	0
newlyweds	honeymooner	0
news	intelligence	0
newsagent	newsdealer	0
newsboy	carrier	0
newsbreak	newsflash	0
newsflash	newsbreak	0
newsletter	newssheet	0
newsman	reporter	0
newsmonger	rumormonger	0
newspaper	paper	0
newspaperman	correspondent	0
newspaperwoman	correspondent	0
newsprint	newspaper	0
newssheet	newsletter	0
newt	triton	0
next	following	0
nexus	link	0
nibble	piece	2
nice	decent	1
niceness	politeness	0
niche	recess	1
nick	ding	0
nickelodeon	jukebox	0
nicking	snick	0
nickname	moniker	0
nifty	peachy	0
nigh	near	0
night	dark	0
nightclothes	sleepwear	0
nightclub	nightspot	0
nightdress	nightgown	0
nightfall	twilight	0
nightgown	nightdress	0
nighthawk	nightbird	0
nightie	gown	0
nightlong	overnight	0
nightmare	incubus	0
nightmarish	bloodcurdling	0
nights	dark	0
nightspot	nightclub	0
nightstick	billystick	0
nighttime	dark	0
nightwalker	earthworm	0
nightwear	sleepwear	0
nil	null	0
nimble	agile	0
nimbleness	legerity	1
nimbly	agilely	0
nincompoop	poop	0
nine	club	1
ninefold	nonuple	0
ninepin	skittle	0
nineteen	xix	0
nip	shot	0
nipping	twinge	0
nippy	crisp	1
nirvana	enlightenment	0
nitroglycerin	trinitroglycerin	0
nitroglycerine	trinitroglycerin	0
nitrous	azotic	0
nitwit	dimwit	0
nix	veto	0
nobility	aristocracy	0
noble	imposing	0
nobleman	lord	0
nobleness	grandeur	0
noblewoman	peeress	0
nobody	cipher	0
node	knob	1
nodule	tubercle	1
noel	christmas	0
noggin	noodle	0
noise	racket	1
noiselessly	soundlessly	0
noisiness	racketiness	0
nomadic	roving	0
nominal	token	1
nominate	propose	1
nominated	propose	1
nominee	campaigner	0
nonaggressive	unaggressive	0
nonalignment	nonalinement	0
nonbeliever	disbeliever	0
nonchalance	unconcern	0
nonchalant	insouciant	0
nonchalantly	nervelessly	0
noncitizen	outlander	0
noncombustible	incombustible	0
noncompliance	disobedience	0
nonconductor	dielectric	0
nonconformist	chapelgoer	0
noncontroversial	uncontroversial	0
noncritical	noncrucial	1
nondescript	characterless	0
nonentity	nonexistence	0
nonessential	incidental	0
nonetheless	nevertheless	0
nonexempt	taxable	0
nonexistence	nonentity	0
nonfat	fatless	0
nonfigurative	nonobjective	0
nonfunctional	malfunctioning	1
nonhereditary	nontransmissible	0
noninterference	nonintervention	0
nonintersecting	nonconvergent	0
nonintervention	noninterference	0
nonliterary	unliterary	0
nonliving	inanimate	0
nonmaterial	immaterial	0
nonmilitary	unmilitary	0
nonmusical	unmusical	0
nonobjective	nonfigurative	0
nonobligatory	nonmandatory	0
nonoperational	inactive	0
nonparallel	serial	0
nonpartisanship	impartiality	0
nonpayment	nonremittal	0
nonperformance	carelessness	0
nonperson	unperson	0
nonphysical	intangible	0
nonplus	flummox	0
nonpoisonous	nontoxic	1
nonreader	illiterate	1
nonrenewable	unrenewable	0
nonresistant	unresistant	0
nonsense	bunk	0
nonsensical	laughable	0
nonsexual	asexual	0
nonsocial	nongregarious	0
nonstarter	failure	0
nontaxable	exempt	0
nontechnical	untechnical	0
nontoxic	atoxic	0
nontraditional	untraditional	0
nontransferable	untransferable	0
nonverbal	gestural	0
nonviolent	unbloody	1
noodle	dome	1
noodles	attic	1
nook	corner	1
noon	midday	0
noonday	midday	0
noose	snare	0
nordic	norse	0
norm	average	1
normalization	normalisation	0
normalize	renormalize	1
normally	usually	0
normative	prescriptive	1
north	union	1
northbound	northward	0
northeaster	noreaster	0
northerner	yankee	1
northernmost	northmost	0
northward	northerly	0
northwards	northerly	1
nose	nozzle	7
nosebleed	epistaxis	0
nosed	intrude	0
nosedive	dive	1
nosepiece	noseband	1
nosey	snoopy	0
nosiness	snoopiness	0
nosing	intrude	0
nosy	prying	0
not	non	0
notability	luminary	0
notable	noteworthy	0
notation	annotation	1
notch	pass	1
note	line	1
noted	remark	0
noteworthy	notable	0
nothing	zero	0
nothingness	void	0
notice	observe	0
noticeable	detectable	1
noticeably	observably	0
notification	presentment	0
notified	advise	0
notify	advise	0
notorious	infamous	0
notwithstanding	nonetheless	0
nourish	nurture	0
nourishing	nutritious	0
nourishment	sustenance	0
novelization	novelisation	0
novelize	fictionalise	0
novelty	freshness	0
novice	beginner	1
now	today	1
nowadays	today	0
noxiously	harmfully	0
noxiousness	harmfulness	0
nozzle	hooter	1
nuance	subtlety	0
nub	stub	1
