# generated by scripts/build_synonyms.py from WordNet — do not edit by hand
word	synonym	sense_rank
beadwork	astragal	1
beady	buttony	0
beak	pecker	1
beam	ray	2
beamed	shine	1
beaming	shine	1
bean	attic	3
bearable	endurable	0
beard	whiskers	0
bearded	whiskered	0
beardless	whiskerless	0
bearer	carrier	0
bearing	deliver	1
bearings	heading	1
bearskin	busby	1
beast	animal	0
beastliness	meanness	0
beastly	hellish	0
beat	crush	0
beatable	vincible	0
beaten	shell	0
beating	crush	0
beau	fellow	0
beautician	cosmetician	0
beautifully	attractively	0
beautify	embellish	0
beauty	sweetheart	1
beaver	oregonian	1
bebop	bop	0
beckon	wave	0
beckoning	wave	0
become	turn	1
becomes	turn	1
becoming	turn	1
bed	bottom	2
bedazzle	dazzle	0
bedazzling	dazzle	0
bedbug	chinch	0
bedchamber	chamber	0
bedclothes	bedding	0
bedcover	counterpane	0
bedded	bonk	3
bedding	bedclothes	0
bedridden	bedfast	0
bedrock	basics	1
bedroom	chamber	0
bedspread	bedcover	0
beef	kick	2
beefburger	hamburger	0
beefy	burly	0
beehive	hive	1
beekeeper	apiarist	0
beekeeping	apiculture	0
been	exist	3
beep	bleep	0
beeper	pager	0
beetle	mallet	1
befall	betide	0
befitting	beseem	0
befittingly	fittingly	0
before	ahead	1
beforehand	ahead	0
befoul	defile	0
befuddle	bedevil	0
befuddled	befogged	0
befuddlement	obfuscation	0
beg	pray	0
beget	sire	0
beggar	mendicant	0
begging	pray	0
begin	start	0
beginner	initiate	0
beginning	start	1
begrudge	envy	0
beguile	hoodwink	0
beguilement	bewitchery	0
beguiling	alluring	0
begun	begin	0
behave	act	0
behavior	conduct	0
behead	decapitate	0
beheld	behold	0
behemoth	colossus	0
behind	bottom	0
beholder	observer	0
being	exist	3
bejewel	jewel	0
belated	tardy	0
belatedly	tardily	0
belch	burp	0
belief	opinion	1
believability	credibleness	0
believable	credible	0
believe	think	1
believer	truster	0
believing	conceive	1
believingly	credulously	0
belittle	minimize	0
bell	buzzer	1
bellflower	campanula	0
belligerence	pugnacity	1
belligerency	hostilities	1
belligerent	aggressive	0
bellow	bawl	0
belly	stomach	0
bellyache	stomachache	0
bellybutton	navel	0
belongings	property	0
beloved	darling	0
below	beneath	0
belowground	underground	0
belt	bang	3
beltless	unbelted	0
beltway	ringway	0
beluga	hausen	0
bemuse	bewilder	0
bench	terrace	1
bend	flex	0
bendable	pliant	0
bended	bent	0
bender	toot	1
bending	flex	0
beneath	below	0
benediction	blessing	0
benefactor	helper	0
beneficial	good	0
beneficiary	donee	0
benefit	welfare	1
benevolence	benefaction	2
benevolent	charitable	1
bent	bend	0
bequeath	leave	0
berate	rebuke	0
bereaved	grieving	0
bereavement	mourning	0
berrylike	baccate	0
beseeching	entreat	0
beseechingly	entreatingly	0
besides	also	1
besiege	circumvent	0
besieged	circumvent	0
bespectacled	spectacled	0
bespoke	betoken	0
bespoken	betoken	0
best	better	1
bestow	confer	0
bestowal	conferral	0
bestowing	confer	0
bet	play	1
betray	bewray	0
betrayal	treason	0
betrayer	squealer	0
betrothal	troth	0
betrothed	plight	0
better	best	1
bettering	meliorate	1
betting	wager	0
bevel	chamfer	0
beverage	drinkable	0
beware	mind	0
bewilder	perplex	0
bewildered	confounded	0
bewildering	dumbfound	0
bewilderingly	confusingly	0
bewilderment	mystification	0
bewitch	beguile	0
bewitchery	beguilement	0
bewitching	captivate	0
bewitchingly	enchantingly	0
bewitchment	enchantment	0
biannual	semiannual	0
bias	prejudice	0
biased	colored	0
bible	book	0
biblical	scriptural	0
bicker	quibble	0
bicycler	cyclist	0
bicyclist	cyclist	0
bid	tender	0
bidding	command	0
biddy	hen	0
bide	abide	0
biding	bide	0
big	large	0
bigger	large	1
biggest	large	0
bigheaded	persnickety	0
bighearted	bounteous	0
bigmouthed	blabbermouthed	0
bigness	largeness	0
bigotry	dogmatism	0
bigwig	kingpin	0
bike	wheel	1
bilateral	isobilateral	0
bile	gall	0
bill	measure	0
billboard	hoarding	0
billed	charge	0
billfold	notecase	0
billing	charge	0
billion	zillion	1
billowy	surging	0
bimonthly	semimonthly	0
bind	bond	0
binder	ligature	3
binge	splurge	0
bingo	lotto	0
biography	life	0
biology	biota	2
biostatistics	biometrics	0
biosynthesis	biogenesis	0
biotechnology	bioengineering	1
birch	birken	4
bird	doll	2
birdbrain	addlehead	0
birdcall	birdsong	0
birdie	shuttle	1
birdsong	birdcall	0
birth	nativity	1
birthing	parturition	0
birthmark	nevus	0
birthplace	cradle	1
birthrate	natality	0
birthright	patrimony	1
biscuit	cookie	1
bisexual	epicene	1
bisexuality	androgyny	0
bit	spot	0
bitchiness	cattiness	0
bitchy	catty	0
bite	burn	1
biting	bite	0
bitten	bite	0
bitter	acid	2
bitterly	bitingly	2
bitterness	resentment	0
bittersweet	semisweet	1
biweekly	semiweekly	0
biyearly	biennial	0
biz	game	0
bizarre	freaky	0
bizarreness	outlandishness	0
blab	babble	0
blabber	tattle	0
blabbermouth	tattletale	0
black	dark	4
blackball	barring	0
blackbird	merle	1
blackboard	chalkboard	0
blacken	nigrify	0
blackening	darkening	0
blacker	bleak	3
blackfish	tautog	0
blackhead	comedo	0
blackheads	comedo	0
blackjack	sap	1
blacklist	shitlist	0
blackmail	blackjack	0
blackmailer	extortionist	0
blackness	inkiness	0
blackout	brownout	1
bladder	vesica	0
blade	brand	3
bladelike	swordlike	0
blah	rant	0
blamable	blameable	0
blame	fault	0
blamed	fault	0
blameful	blamable	0
blameless	unimpeachable	0
blamelessly	irreproachably	0
blamelessness	inculpability	0
blamer	deuced	0
blameworthiness	culpableness	0
blameworthy	censurable	0
blaming	fault	0
blanching	blench	0
bland	flat	0
blandish	flatter	0
blandness	insipidity	1
blank	clean	0
blanket	cover	0
blaspheme	imprecate	0
blasphemous	sacrilegious	0
blasphemy	sacrilege	1
blast	bang	1
blasted	blamed	0
blaster	chargeman	0
blasting	smash	1
blastoff	shot	0
blatant	blazing	0
blaze	hell	1
bleach	whitener	1
bleached	faded	0
bleaching	decolour	0
bleak	dim	0
bleakness	bareness	0
bleary	muzzy	1
bleating	blate	1
bleed	hemorrhage	0
bleeder	hemophile	0
bleeding	hemorrhage	0
bleep	beep	0
blemish	defect	0
blend	intermix	0
blended	intermix	0
blender	liquidizer	0
blending	intermix	0
bless	sign	2
blessed	damned	2
blessedness	beatitude	0
blessing	approval	0
blessings	approval	0
blighted	plague	0
blimp	sausage	1
blind	unsighted	0
blinded	dim	2
blinder	unsighted	0
blinding	dazzling	0
blindness	cecity	0
blink	wink	0
blinked	wink	0
blinker	flasher	0
blinking	wink	0
blinks	wink	0
blip	pip	1
blister	bulla	2
blistered	vesicate	0
blistering	sulphurous	0
blistery	blebby	1
blithely	merrily	0
blithering	blather	0
blizzard	snowstorm	0
block	cube	2
blockade	encirclement	0
blockage	obstruction	0
blockbuster	megahit	1
blocked	barricade	0
blockhead	bonehead	0
blockheaded	loggerheaded	0
blocking	barricade	0
bloke	chap	0
blondness	paleness	0
blood	rip	2
bloodbath	bloodshed	0
bloodcurdling	nightmarish	0
bloodhound	sleuthhound	0
bloodiness	bloodthirstiness	1
bloodless	exsanguine	0
bloodline	ancestry	0
bloodshed	gore	0
bloodstained	gory	0
bloodsucker	hirudinean	0
bloodsucking	parasitic	1
bloodthirstiness	bloodiness	0
bloodthirsty	sanguinary	0
bloody	flaming	1
bloom	blossom	0
bloomer	blunder	1
bloomers	knickers	0
blooming	blinking	0
blooper	bungle	0
blossom	bloom	0
blossomed	bloom	0
blot	blob	1
blotch	splotch	0
blotched	mottle	0
blotchy	splotched	0
blotting	fleck	1
blow	float	3
blower	cetacean	2
blowfish	puffer	0
blowhard	braggart	0
blowhole	venthole	1
blowing	float	3
blown	float	3
blowout	runaway	0
blowpipe	blowtube	0
blowtorch	torch	0
blowup	detonation	0
blubber	fatness	1
blubbering	sniffle	0
bludgeon	club	1
bludgeoned	club	1
blue	low	2
bluebonnet	balmoral	1
blueprint	pattern	0
bluer	bluish	0
blues	vapors	1
bluffer	sheer	0
bluish	blueish	0
blunder	bloomer	0
blunderer	fumbler	0
blundering	goof	0
blunt	candid	2
blunted	dulled	0
bluntly	roundly	0
bluntness	dullness	1
blur	fuzz	0
blurb	endorsement	0
blurred	obscure	2
blurriness	fogginess	0
blurry	foggy	0
blurt	blunder	0
blush	bloom	0
blushing	crimson	0
blustering	gasconade	1
blustery	bullying	1
board	plank	1
boarder	lodger	0
boarding	embarkment	0
boast	brag	0
boaster	bragger	0
boastful	braggart	0
boastfully	vauntingly	0
boastfulness	vainglory	0
boasting	brag	0
boat	sauceboat	1
boater	leghorn	0
boating	yachting	0
boatload	carload	0
boatman	waterman	0
bob	shilling	0
bobbed	bobsled	1
bobbing	bobsled	1
bobtail	dock	0
bodacious	audacious	1
bode	omen	0
bodied	personify	0
bodiless	unbodied	0
bodily	corporeal	1
body	trunk	4
bodybuilder	muscleman	0
bodybuilding	musclebuilding	0
bogey	bogie	0
bogeyman	boogeyman	0
boggle	flabbergast	2
boggy	mucky	0
bogus	phoney	0
boil	churn	3
boiled	churn	3
boiler	kettle	1
boiling	churn	3
boisterous	rambunctious	0
bold	bluff	2
boldness	hardiness	0
bolster	pad	2
bolt	thunderbolt	0
bolting	abscond	3
bomb	turkey	2
bombardment	outpouring	0
bombed	flunk	1
bomber	torpedo	2
bombproof	shellproof	0
bombshell	thunderclap	1
bonanza	godsend	1
bond	alliance	2
bonded	adhere	0
bonding	soldering	2
bondswoman	bondwoman	1
bondwoman	bondswoman	0
bone	pearl	2
boned	cram	0
bonehead	blockhead	0
boneheaded	thickheaded	0
boney	bony	0
bonfire	balefire	0
boniness	bonyness	0
bonk	hump	0
bonkers	haywire	0
bonnet	hood	1
bonus	incentive	1
bony	haggard	0
boo	bird	0
booby	dummy	0
booger	bogeyman	0
boogeyman	bogeyman	0
book	volume	1
booked	reserve	1
booking	engagement	0
bookish	studious	0
bookkeeping	clerking	0
booklet	pamphlet	0
booklover	bibliophile	0
bookman	scholar	0
bookworm	scholastic	0
boom	roar	0
boomerang	backfire	1
booming	din	0
boon	blessing	0
boondocks	backwoods	0
boorishness	uncouthness	1
boost	hike	1
booster	admirer	0
boot	bang	2
booted	reboot	1
booth	stall	1
booting	reboot	1
bootleg	moonshine	0
bootlegger	moonshiner	0
bootless	sleeveless	0
bootlicker	groveller	0
boots	bang	2
booty	loot	0
booze	liquor	0
boozer	lush	0
boozy	sottish	0
bop	bebop	0
bordello	cathouse	0
border	perimeter	1
bordered	environ	0
bordering	surround	0
borderland	marchland	0
borderline	delimitation	0
bore	tire	0
bored	blase	1
boredom	tedium	0
boring	dull	0
boringly	tiresomely	0
boringness	dreariness	0
born	bear	0
borrow	adopt	1
borrowing	adopt	1
bosom	embrace	3
boss	chief	0
bossed	emboss	0
bossing	stamp	0
bossy	autocratic	0
botanist	phytologist	0
botany	vegetation	0
botch	bumble	0
botched	fumble	0
botchy	butcherly	0
bother	trouble	0
bothersome	irritating	0
bottleneck	constriction	0
bottom	underside	0
bottomed	fathom	2
bottoming	penetrate	2
bottommost	nethermost	0
bought	buy	0
boulder	bowlder	0
boulevard	avenue	0
bounce	spring	0
bouncing	rebound	0
bouncy	lively	0
bound	spring	0
boundary	edge	1
bounded	leap	0
bounding	leap	0
boundless	unbounded	0
boundlessly	immeasurably	0
boundlessness	unboundedness	0
bounteous	bighearted	0
bountiful	bighearted	0
bountifully	plentifully	0
bountifulness	amplitude	0
bounty	premium	0
bouquet	corsage	0
bourgeois	conservative	1
bout	round	0
bow	fore	2
bowed	defer	1
bowel	gut	0
bowels	intestine	1
bower	arbor	0
bowing	defer	1
bowl	trough	1
bowleg	bandyleg	0
bowlegged	bowed	0
bowler	derby	2
bowls	trough	2
box	corner	3
boxer	packer	1
boxing	pugilism	0
boxlike	boxy	0
boxy	boxlike	0
boy	son	2
boyfriend	fellow	0
boyish	boylike	0
boyishly	boylike	0
bra	bandeau	0
brace	poise	0
braced	poise	0
bracelet	wristband	0
bracer	armguard	0
braces	twain	2
bracing	brisk	0
brag	boast	0
braggart	blowhard	0
bragger	boaster	0
bragging	boast	0
braid	twist	0
braided	lace	0
braiding	plait	0
brain	wit	1
brainchild	inspiration	0
brainless	headless	0
brainpower	mentality	0
brains	wit	1
brainstorm	brainwave	0
brainwave	brainstorm	1
brainy	brilliant	0
brake	bracken	2
branch	arm	0
branched	ramify	0
branching	ramify	0
brand	marque	0
branded	denounce	1
brash	nervy	0
brashness	gaudiness	0
brass	cheek	3
brassiere	bandeau	0
brassy	garish	1
brat	terror	0
bravado	bluster	0
brave	courageous	0
bravely	courageously	0
braveness	courageousness	0
braver	courageous	0
bravery	courage	0
braving	endure	0
bravo	assassin	0
brawl	bash	0
brawling	wrangle	0
brawn	sinew	0
brawniness	heftiness	0
brawny	sinewy	0
brazen	insolent	0
brazenness	shamelessness	0
brazier	brasier	0
brazil	brasil	0
breach	rupture	2
bread	sugar	1
breadbasket	tummy	1
breadth	largeness	0
break	interrupt	0
breakaway	separatist	0
breakdown	dislocation	0
breaker	ledgeman	0
breaking	interrupt	0
breakout	jailbreak	0
breakthrough	discovery	0
breakup	separation	1
breakwater	seawall	0
breast	chest	0
breastbone	sternum	0
breasted	summit	1
breastfeed	lactate	0
breastfeeding	lactate	0
breastplate	aegis	0
breasts	chest	0
breath	hint	3
breathe	respire	0
breathed	respire	0
breather	snorkel	1
breathing	respire	0
breathless	breathtaking	1
breathlessness	sob	0
breathtaking	breathless	0
bred	spawn	0
breeched	trousered	0
breeches	knickers	0
breed	strain	0
breeding	gentility	0
breeze	picnic	1
breeziness	windiness	0
breezy	windy	1
brethren	brother	1
brevity	briefness	1
briar	brier	0
bribable	purchasable	0
bribe	corrupt	0
briber	suborner	0
bribery	graft	0
brickyard	brickfield	0
bridal	spousal	0
bride	brigid	1
bridegroom	groom	0
bridle	curb	1
brief	abbreviated	2
briefly	shortly	1
briefness	transience	1
bright	brilliant	1
brighten	lighten	0
brightening	lighten	0
brightly	brilliantly	0
brightness	cleverness	1
brilliance	glare	0
brilliancy	splendour	0
brilliant	superb	0
brilliantly	brightly	0
brim	rim	0
brine	seawater	0
bring	take	0
brininess	salinity	0
brink	verge	0
brisk	zippy	0
briskness	alacrity	0
bristled	setaceous	0
bristly	waspish	0
brittle	brickle	0
brittleness	crispiness	0
broach	brooch	0
broad	wide	0
broadband	wideband	1
broadcast	program	1
broadcaster	spreader	1
broaden	widen	1
broadly	loosely	0
broadness	wideness	0
broadside	throwaway	0
brochure	pamphlet	0
broil	bake	1
broiling	bake	1
broke	break	0
broken	break	0
brokenhearted	heartsick	0
broker	factor	0
brontosaur	apatosaur	0
brontosaurus	apatosaurus	0
bronzed	tanned	0
bronzing	tan	1
brooch	broach	0
brooder	incubator	0
brooding	pondering	0
broody	musing	1
brook	creek	0
broom	heather	2
broth	stock	0
brothel	cathouse	0
brother	buddy	2
brotherhood	fraternity	1
brotherly	fraternal	0
brought	bring	0
brow	forehead	0
browbeat	bullyrag	0
brown	embrown	5
brownie	elf	1
browning	toasting	3
browse	graze	1
browsing	pasture	1
bruise	contusion	0
bruiser	bull	0
brush	sweep	3
brushed	sweep	3
brushes	thicket	0
brushing	sweep	3
brushwood	coppice	1
brutal	savage	0
brutality	savagery	0
brutalization	brutalisation	0
brutalize	animalize	1
brutally	savagely	0
brute	savage	0
brutish	beastly	0
brutishly	bestially	0
bubbling	babble	1
bubbly	foaming	0
buccaneer	pirate	0
buccaneering	piracy	0
buck	dollar	1
bucked	tear	2
bucket	pail	0
buckeye	conker	0
bucking	tear	2
buckle	clasp	0
buckled	clasp	0
buddy	pal	0
budge	stir	0
buff	lover	0
buffed	burnish	1
buffer	fender	2
buffet	counter	0
buffing	burnish	1
buffoon	clown	0
buffoonish	clownlike	0
bug	glitch	1
buggy	roadster	0
build	make	0
builder	constructor	2
building	edifice	0
built	make	0
bulb	lightbulb	1
bulge	hump	0
bulginess	roundedness	0
bulk	majority	0
bulked	bulge	1
bulkiness	massiveness	0
bull	crap	2
bulldozer	dozer	0
bullet	slug	0
bulletproof	watertight	0
bullfight	corrida	0
bullfighter	toreador	0
bullfighting	tauromachy	0
bullheaded	pigheaded	0
bullheadedness	pigheadedness	0
bully	rowdy	0
bullying	browbeat	0
bum	rat	0
bumble	bungle	0
bumblebee	humblebee	0
bummed	sponge	0
bumming	mooch	0
bump	hump	1
bumping	knock	0
bumpkin	hayseed	0
bumpy	jumpy	0
bun	roll	0
bunch	crowd	1
bundle	packet	0
bungalow	cottage	0
bungle	bumble	0
bungler	fumbler	0
bunk	berth	1
bunker	trap	0
buoyancy	perkiness	0
buoyant	floaty	0
buoyantly	chirpily	0
burden	load	0
burdensome	onerous	0
burdensomeness	oppressiveness	0
bureau	agency	0
burger	hamburger	1
burglarize	heist	0
burgundy	bourgogne	0
burial	burying	1
buried	bury	0
burlap	gunny	0
burlesque	travesty	1
burly	beefy	0
burn	fire	0
burnable	ignitable	0
burned	fire	0
burning	fire	0
burnt	fire	0
burp	belch	0
burrow	tunnel	0
burst	split	0
bury	inter	1
burying	inter	1
bus	coach	0
bush	shrub	0
bushwhacking	ambuscade	0
bushy	shaggy	0
busied	occupy	0
business	concern	0
businesslike	earnest	1
businessperson	bourgeois	0
bust	break	0
busted	break	0
buster	fellow	0
bustle	hustle	0
bustled	hustle	0
busy	fussy	1
busybody	quidnunc	0
busying	occupy	0
butch	dyke	0
butcher	meatman	0
butchering	slaughter	0
butchery	abattoir	0
butler	pantryman	0
butterball	fatso	0
buttercup	crowfoot	0
butterfingered	bumbling	0
buttery	pantry	0
butting	border	0
buttock	cheek	0
buttocks	backside	0
button	push	1
buttons	push	1
buxom	curvy	0
buy	purchase	0
buyer	purchaser	0
buzz	bombilation	0
buzzer	doorbell	0
buzzing	bombinate	0
buzzword	cant	0
bye	pass	0
bygone	foregone	0
bypass	beltway	0
byway	bypath	0
cab	taxi	2
cabbage	lettuce	1
cabby	cabdriver	0
cabdriver	cabby	0
cabinet	locker	2
cabinetmaking	joinery	0
cable	line	1
cabled	telegraph	0
cabling	telegraph	0
caboose	galley	0
cache	hoard	1
cackle	yak	1
cackler	babbler	1
cadaver	corpse	0
cadaverous	emaciated	0
cadence	measure	0
cadet	plebe	0
caesarean	cesarean	0
caesarian	cesarean	0
cafe	coffeehouse	0
cage	coop	0
cagey	canny	0
cajoling	inveigle	0
cake	bar	0
calamari	squid	0
calamity	catastrophe	0
calculate	cipher	0
calculated	cipher	0
calculating	compute	0
calculation	computing	0
calculative	conniving	0
calculator	estimator	0
calculus	tartar	1
calf	sura	1
caliber	quality	0
calibrate	graduate	0
calibration	standardization	0
calipers	calliper	0
call	name	0
callback	recall	0
caller	company	0
calligraphy	penmanship	0
calling	name	0
callous	indurate	0
callously	unfeelingly	0
callousness	hardness	0
calm	quiet	0
calmer	serene	0
calmly	sedately	1
calmness	composure	0
caloric	thermic	0
calorie	kilocalorie	0
calves	calf	0
camaraderie	comradeship	0
came	come	0
cameraman	cinematographer	0
camisole	underbodice	0
camouflage	disguise	0
camp	encampment	0
campaign	movement	1
campaigner	nominee	0
campground	encampment	0
camping	encampment	0
campsite	encampment	0
can	tin	0
canal	duct	1
canary	snitch	0
cancel	scratch	0
cancer	crab	1
candid	blunt	0
candidacy	campaigning	0
candidate	nominee	0
candidly	honestly	0
candidness	directness	0
candied	sugarcoat	0
candle	taper	0
candor	fairness	0
candy	confect	0
canine	laniary	0
canister	tin	1
cannabis	hemp	0
canned	transcribed	0
cannibal	anthropophagus	0
canning	displace	1
cannon	shank	4
canoeist	paddler	0
canon	canyon	2
canonization	canonisation	0
cant	buzzword	0
canter	lope	0
canvas	sheet	4
canvass	poll	1
canyon	canon	0
cap	detonator	2
capability	capableness	0
capable	subject	1
capableness	potentiality	0
