# generated by scripts/build_vocab.py — do not edit by hand
word	class	concreteness	frequency	pos
rapidly	bulk	2.50	189.0	Adverb
rapidness	bulk	2.35	0.0	#N/A
rapping	bulk	3.39	48.0	Verb
rapunzel	bulk	3.91	0.0	#N/A
rarity	bulk	2.24	20.0	Noun
rascal	bulk	2.62	201.0	Noun
rashly	bulk	2.11	9.0	Adverb
rashness	bulk	2.36	3.0	Noun
rasp	bulk	3.17	5.0	Noun
rasping	bulk	3.19	3.0	Adjective
raspy	bulk	3.03	8.0	Adjective
rate	bulk	2.50	1271.0	Noun
rated	bulk	2.36	73.0	Verb
ratification	bulk	2.34	5.0	Noun
ratify	bulk	2.47	6.0	Verb
rating	bulk	2.26	112.0	Noun
ratio	bulk	2.55	164.0	Noun
ration	bulk	3.45	66.0	Noun
rationale	bulk	2.13	19.0	Noun
rationalization	bulk	2.31	15.0	Noun
rationing	bulk	2.54	29.0	Noun
rattlebrained	bulk	2.08	2.0	Verb
rattled	bulk	3.33	59.0	Verb
rattling	bulk	3.66	144.0	Verb
ratty	bulk	3.44	36.0	Adjective
raucous	bulk	2.39	16.0	Adjective
raunchy	bulk	2.10	18.0	Noun
ravage	bulk	2.29	27.0	Verb
ravager	bulk	3.16	2.0	Noun
rave	bulk	3.48	129.0	Noun
ravel	bulk	2.74	21.0	Name
raving	bulk	2.48	161.0	Verb
ravish	bulk	2.63	15.0	Verb
ravishing	bulk	2.24	79.0	Adjective
raw	bulk	3.35	519.0	Adjective
rawness	bulk	2.36	2.0	Noun
ray	bulk	3.57	4966.0	Name
razorback	bulk	3.96	5.0	Noun
razzle	bulk	2.12	8.0	Verb
reabsorb	bulk	2.42	0.0	#N/A
reach	bulk	3.70	2903.0	Verb
reachable	bulk	2.52	13.0	Adjective
reaching	bulk	3.50	412.0	Verb
reacquire	bulk	2.64	4.0	Verb
reacquisition	bulk	2.20	2.0	Noun
react	bulk	2.55	385.0	Verb
reactant	bulk	2.65	2.0	Adjective
reaction	bulk	2.41	830.0	Noun
reactionary	bulk	2.04	17.0	Adjective
reactivate	bulk	2.48	19.0	Verb
reactive	bulk	2.43	39.0	Adjective
reactor	bulk	3.68	204.0	Noun
read	bulk	3.56	12302.0	Verb
readable	bulk	2.79	9.0	Adjective
readdress	bulk	2.15	1.0	Verb
reader	bulk	3.89	278.0	Noun
readership	bulk	2.50	11.0	Noun
reading	bulk	3.71	3133.0	Verb
readjust	bulk	2.36	13.0	Verb
readjustment	bulk	2.03	13.0	Noun
readout	bulk	3.85	35.0	Noun
ready	bulk	2.07	19778.0	Adjective
readymade	bulk	2.67	1.0	Adjective
reaffirm	bulk	2.17	7.0	Verb
real	bulk	2.50	22583.0	Adjective
realign	bulk	2.57	14.0	Verb
realignment	bulk	2.41	2.0	Noun
realist	bulk	2.34	45.0	Noun
realistic	bulk	2.07	235.0	Adjective
realize	bulk	2.03	4032.0	Verb
reallocation	bulk	2.34	4.0	Noun
realm	bulk	2.96	238.0	Noun
realness	bulk	2.41	1.0	Noun
realty	bulk	3.26	25.0	Noun
ream	bulk	3.44	11.0	Verb
reanimate	bulk	2.30	4.0	Verb
reanimation	bulk	2.56	7.0	Noun
reap	bulk	3.14	132.0	Verb
reaper	bulk	3.57	158.0	Noun
reappear	bulk	3.19	17.0	Verb
reappearance	bulk	2.55	8.0	Noun
reapply	bulk	2.90	14.0	Adverb
reapprove	bulk	2.41	0.0	#N/A
rear	bulk	3.59	634.0	Noun
rearmost	bulk	3.62	0.0	#N/A
rearrange	bulk	3.26	88.0	Verb
rearrangement	bulk	3.28	3.0	Noun
rearwards	bulk	2.56	0.0	#N/A
reasonably	bulk	2.04	118.0	Adverb
reassemble	bulk	2.93	19.0	Verb
reassign	bulk	2.38	27.0	Verb
reassure	bulk	2.29	45.0	Verb
reattach	bulk	3.23	17.0	Verb
reattempt	bulk	2.46	0.0	#N/A
reawake	bulk	2.53	0.0	#N/A
reawaken	bulk	2.04	3.0	Verb
rebalance	bulk	2.79	1.0	Noun
rebate	bulk	3.21	16.0	Noun
rebel	bulk	3.07	273.0	Noun
rebellion	bulk	2.93	130.0	Noun
rebellious	bulk	2.30	47.0	Adjective
rebelliousness	bulk	2.03	3.0	Noun
rebilling	bulk	2.22	0.0	#N/A
rebind	bulk	3.21	0.0	#N/A
rebirth	bulk	2.21	53.0	Noun
reboot	bulk	3.26	30.0	Verb
reborn	bulk	2.14	133.0	Verb
rebottle	bulk	3.32	0.0	#N/A
rebound	bulk	2.69	142.0	Noun
rebounder	bulk	3.12	2.0	Noun
rebroadcast	bulk	3.08	3.0	Verb
rebuff	bulk	2.15	4.0	Verb
rebuild	bulk	3.50	172.0	Verb
rebuilder	bulk	3.81	0.0	#N/A
rebuilt	bulk	3.55	73.0	Verb
rebuke	bulk	2.07	15.0	Verb
reburial	bulk	3.26	2.0	Adjective
rebut	bulk	2.28	8.0	Verb
rebuttal	bulk	2.93	39.0	Noun
recalculate	bulk	2.93	3.0	Verb
recalibrate	bulk	2.52	8.0	Verb
recalibration	bulk	2.46	2.0	Noun
recall	bulk	2.14	1003.0	Verb
recant	bulk	2.03	27.0	Verb
recap	bulk	2.48	44.0	Verb
recapture	bulk	3.07	41.0	Verb
recast	bulk	3.00	16.0	Verb
recasting	bulk	2.24	4.0	Verb
recede	bulk	3.04	6.0	Verb
receivable	bulk	2.34	8.0	Adjective
receivables	bulk	3.00	3.0	Noun
receive	bulk	2.69	992.0	Verb
received	bulk	2.67	1436.0	Verb
receiver	bulk	3.66	151.0	Noun
recent	bulk	2.50	669.0	Adjective
reception	bulk	2.93	568.0	Noun
receptive	bulk	2.21	60.0	Adjective
recertify	bulk	2.31	0.0	#N/A
recess	bulk	3.07	178.0	Noun
recession	bulk	2.42	23.0	Noun
recessive	bulk	2.04	4.0	Adjective
recharge	bulk	3.14	60.0	Verb
recheck	bulk	2.08	27.0	Verb
recipient	bulk	3.86	59.0	Noun
reciprocal	bulk	2.46	23.0	Adjective
reciprocate	bulk	2.15	26.0	Verb
reciprocation	bulk	2.35	5.0	Noun
reciprocity	bulk	2.34	9.0	Noun
recital	bulk	3.86	150.0	Noun
recitation	bulk	3.08	24.0	Noun
recite	bulk	3.93	153.0	Verb
reckless	bulk	2.36	251.0	Adjective
recklessly	bulk	2.38	28.0	Adverb
recklessness	bulk	2.11	15.0	Noun
reclamation	bulk	2.28	19.0	Noun
recline	bulk	3.93	8.0	Verb
reclose	bulk	2.69	0.0	#N/A
recluse	bulk	3.28	34.0	Noun
reclusive	bulk	2.19	16.0	Adjective
recoat	bulk	3.14	0.0	#N/A
recode	bulk	2.57	0.0	#N/A
recognition	bulk	2.39	233.0	Noun
recognizable	bulk	2.16	31.0	Adjective
recognize	bulk	2.07	1750.0	Verb
recoil	bulk	3.55	22.0	Noun
recollected	bulk	2.21	3.0	Verb
recollection	bulk	2.07	80.0	Noun
recolor	bulk	3.00	0.0	#N/A
recombine	bulk	2.76	2.0	Verb
recommendation	bulk	2.87	258.0	Noun
recompile	bulk	2.92	0.0	#N/A
recompose	bulk	2.57	0.0	#N/A
recompression	bulk	2.13	3.0	Noun
reconciliation	bulk	2.19	52.0	Noun
reconfiguration	bulk	2.14	5.0	Noun
reconfigure	bulk	2.93	26.0	Verb
reconnaissance	bulk	2.04	88.0	Noun
reconnect	bulk	2.48	53.0	Verb
reconstitute	bulk	2.83	7.0	Verb
reconstruct	bulk	3.20	58.0	Verb
reconstructed	bulk	2.83	21.0	Verb
reconstruction	bulk	3.17	82.0	Noun
reconstructive	bulk	2.37	24.0	Adjective
reconvene	bulk	2.70	31.0	Verb
reconvert	bulk	2.32	0.0	#N/A
reconvict	bulk	2.52	1.0	Noun
recopy	bulk	3.31	0.0	#N/A
recordable	bulk	3.43	2.0	Adjective
recording	bulk	3.68	748.0	Noun
recount	bulk	2.26	37.0	Verb
recoup	bulk	2.21	12.0	Verb
recover	bulk	2.64	409.0	Verb
recoverable	bulk	2.56	5.0	Adjective
recovery	bulk	2.68	464.0	Noun
recreate	bulk	2.41	53.0	Verb
recreation	bulk	2.82	95.0	Noun
recreational	bulk	2.85	53.0	Adjective
recruit	bulk	3.48	188.0	Verb
recruiting	bulk	2.74	117.0	Verb
recruitment	bulk	2.48	42.0	Noun
rectal	bulk	3.37	46.0	Adjective
rectally	bulk	3.12	6.0	Adverb
rectifier	bulk	2.56	0.0	#N/A
rectify	bulk	2.08	42.0	Verb
recuperate	bulk	2.73	18.0	Verb
recuperation	bulk	2.96	4.0	Noun
recuperative	bulk	2.16	5.0	Adjective
recur	bulk	2.50	2.0	Verb
recurring	bulk	2.41	59.0	Adjective
recursive	bulk	2.26	3.0	Adjective
recyclable	bulk	3.04	5.0	Adjective
recycle	bulk	2.97	44.0	Verb
recycled	bulk	3.90	43.0	Adjective
recycler	bulk	3.34	0.0	#N/A
recycling	bulk	3.25	80.0	Noun
redact	bulk	2.58	0.0	#N/A
redden	bulk	3.42	2.0	Verb
reddening	bulk	3.33	1.0	Noun
reddish	bulk	3.42	10.0	Adjective
redecorate	bulk	3.55	52.0	Verb
redecoration	bulk	2.79	6.0	Noun
redeem	bulk	2.24	83.0	Verb
redeemable	bulk	2.08	5.0	Adjective
redeemer	bulk	2.89	19.0	Noun
redefinition	bulk	2.38	2.0	Noun
redeliver	bulk	3.14	0.0	#N/A
redeploy	bulk	2.63	12.0	Verb
redeployment	bulk	2.72	5.0	Noun
redeposit	bulk	3.28	0.0	#N/A
redesign	bulk	2.85	24.0	Verb
redevelop	bulk	2.04	3.0	Verb
redevelopment	bulk	2.14	13.0	Noun
redeye	bulk	3.77	10.0	Noun
redial	bulk	2.96	13.0	Adjective
redistribute	bulk	2.55	8.0	Verb
redistribution	bulk	2.20	10.0	Noun
redneck	bulk	3.77	90.0	Noun
redo	bulk	2.82	81.0	Noun
redouble	bulk	2.28	11.0	Verb
redraw	bulk	3.56	7.0	Verb
redress	bulk	2.64	11.0	Verb
redskin	bulk	3.85	13.0	Noun
reduced	bulk	2.21	248.0	Verb
reducing	bulk	2.50	50.0	Verb
reduction	bulk	2.75	88.0	Noun
reductionist	bulk	2.15	2.0	Noun
redundancy	bulk	2.39	32.0	Noun
reeducation	bulk	2.04	9.0	Noun
reek	bulk	3.00	46.0	Verb
reelect	bulk	2.41	7.0	Verb
reelection	bulk	2.50	31.0	Noun
reeled	bulk	3.04	3.0	Verb
reemerge	bulk	2.56	4.0	Verb
reenact	bulk	2.96	16.0	Verb
reenactment	bulk	3.07	46.0	Noun
reengage	bulk	2.12	1.0	Noun
reenlist	bulk	2.78	10.0	Noun
reenter	bulk	2.66	7.0	Verb
reentry	bulk	3.14	37.0	Noun
reestablish	bulk	2.54	22.0	Verb
reevaluate	bulk	2.13	19.0	Verb
reevaluation	bulk	2.07	5.0	Noun
reexamine	bulk	2.91	15.0	Verb
ref	bulk	3.93	129.0	Noun
refashion	bulk	2.85	0.0	#N/A
refer	bulk	2.41	374.0	Verb
refereeing	bulk	3.21	5.0	Noun
reference	bulk	2.38	432.0	Noun
referendum	bulk	2.97	5.0	Noun
referral	bulk	2.43	28.0	Noun
referrer	bulk	3.07	0.0	#N/A
refill	bulk	3.40	142.0	Noun
refinance	bulk	2.53	1.0	Verb
refine	bulk	2.43	22.0	Verb
refined	bulk	2.04	103.0	Adjective
refinement	bulk	2.04	27.0	Noun
refiner	bulk	2.96	2.0	Noun
refining	bulk	2.30	13.0	Verb
refinish	bulk	3.21	2.0	Verb
refit	bulk	2.72	12.0	Verb
reflect	bulk	2.81	213.0	Verb
reflected	bulk	2.79	85.0	Verb
reflecting	bulk	2.36	32.0	Verb
reflection	bulk	3.29	256.0	Noun
reflective	bulk	2.97	31.0	Adjective
reflectively	bulk	2.41	7.0	Adverb
reflectivity	bulk	2.52	3.0	Noun
reflex	bulk	3.10	116.0	Noun
reflexive	bulk	2.14	1.0	Noun
reflexology	bulk	2.70	2.0	Noun
refloat	bulk	2.38	0.0	#N/A
reflux	bulk	2.80	18.0	Noun
refocus	bulk	2.35	13.0	Noun
reforest	bulk	2.65	0.0	#N/A
reformat	bulk	2.56	3.0	Verb
reformation	bulk	2.07	10.0	Noun
reformatory	bulk	3.59	18.0	Adjective
reformist	bulk	2.62	2.0	Noun
refract	bulk	2.84	2.0	Verb
refracted	bulk	2.62	5.0	Verb
refracting	bulk	3.16	2.0	Verb
refraction	bulk	2.86	8.0	Noun
refractive	bulk	2.19	2.0	Adjective
refractory	bulk	2.68	3.0	Adjective
refrain	bulk	2.61	104.0	Verb
reframe	bulk	2.96	4.0	Verb
refreeze	bulk	3.04	2.0	Verb
refresh	bulk	2.63	127.0	Verb
refresher	bulk	2.50	15.0	Noun
refreshing	bulk	2.41	187.0	Adjective
refreshment	bulk	3.42	51.0	Noun
refried	bulk	3.37	10.0	Adjective
refrigerate	bulk	3.69	10.0	Verb
refrigeration	bulk	3.92	17.0	Noun
refuel	bulk	3.53	43.0	Verb
refueling	bulk	3.67	20.0	Verb
refuge	bulk	3.37	125.0	Noun
refugee	bulk	3.97	98.0	Noun
refund	bulk	3.38	141.0	Noun
refundable	bulk	2.32	8.0	Adjective
refurbish	bulk	2.74	4.0	Verb
refurnish	bulk	2.81	3.0	Verb
refusal	bulk	2.81	66.0	Noun
refuse	bulk	3.04	1070.0	Verb
refusing	bulk	2.27	167.0	Verb
refute	bulk	2.21	34.0	Verb
regal	bulk	2.18	58.0	Adjective
regale	bulk	2.30	10.0	Verb
regalia	bulk	3.78	6.0	Noun
regards	bulk	2.04	258.0	Verb
regency	bulk	2.12	31.0	Name
regenerate	bulk	2.63	21.0	Verb
regeneration	bulk	2.92	34.0	Noun
regenerative	bulk	2.75	5.0	Adjective
regenerator	bulk	3.28	6.0	Noun
reggae	bulk	3.41	49.0	Noun
regime	bulk	2.86	118.0	Noun
regimen	bulk	2.74	40.0	Noun
regimental	bulk	2.44	58.0	Adjective
regimented	bulk	2.19	4.0	Adjective
region	bulk	3.19	256.0	Noun
regional	bulk	2.76	159.0	Adjective
register	bulk	3.87	561.0	Noun
registered	bulk	2.66	517.0	Verb
registrar	bulk	3.64	27.0	Noun
registration	bulk	3.68	333.0	Noun
registry	bulk	3.50	65.0	Noun
regress	bulk	2.17	15.0	Verb
regretful	bulk	2.07	15.0	Adjective
regroup	bulk	2.41	72.0	Verb
regular	bulk	2.40	1727.0	Adjective
regulate	bulk	2.03	39.0	Verb
regulated	bulk	2.11	18.0	Verb
regulator	bulk	3.43	41.0	Noun
regurgitate	bulk	3.52	12.0	Verb
regurgitation	bulk	3.40	4.0	Noun
rehab	bulk	3.39	331.0	Noun
rehash	bulk	2.17	21.0	Verb
rehearing	bulk	2.39	0.0	#N/A
rehearsal	bulk	3.20	635.0	Noun
rehearse	bulk	3.32	230.0	Verb
reheat	bulk	2.88	10.0	Verb
rehire	bulk	2.56	10.0	Verb
rehydrate	bulk	3.54	9.0	Verb
reign	bulk	2.37	159.0	Noun
reigning	bulk	2.12	39.0	Adjective
reignite	bulk	2.84	1.0	Verb
reimburse	bulk	2.63	31.0	Verb
reimbursement	bulk	2.85	7.0	Noun
reincarnate	bulk	2.03	14.0	Verb
reinforce	bulk	2.32	48.0	Verb
reinforcement	bulk	2.86	44.0	Noun
reinjure	bulk	2.79	0.0	#N/A
reinsert	bulk	2.90	3.0	Verb
reinsertion	bulk	2.71	2.0	Noun
reinstall	bulk	2.76	2.0	Verb
reinstatement	bulk	2.04	14.0	Noun
reinstitute	bulk	2.22	3.0	Verb
reinsurer	bulk	3.08	0.0	#N/A
reintroduce	bulk	2.48	9.0	Verb
reintroduction	bulk	2.03	3.0	Noun
reinvent	bulk	2.54	13.0	Verb
reinvention	bulk	2.20	4.0	Noun
reinvest	bulk	2.43	7.0	Adjective
reinvestigate	bulk	2.50	2.0	Verb
reissue	bulk	2.15	4.0	Verb
reiterate	bulk	2.48	33.0	Verb
reiterated	bulk	2.62	2.0	Verb
reject	bulk	2.40	216.0	Verb
rejected	bulk	2.89	337.0	Verb
rejecter	bulk	3.07	0.0	#N/A
rejection	bulk	2.25	168.0	Noun
rejoice	bulk	2.17	86.0	Verb
rejoicing	bulk	2.63	45.0	Verb
rejoin	bulk	2.54	64.0	Verb
rejuvenate	bulk	2.04	7.0	Verb
rejuvenated	bulk	2.11	7.0	Adjective
rejuvenation	bulk	2.10	4.0	Noun
rekindle	bulk	2.36	27.0	Verb
relapse	bulk	2.21	47.0	Noun
relapsing	bulk	2.28	1.0	Verb
related	bulk	2.56	643.0	Verb
relation	bulk	2.11	210.0	Noun
relationship	bulk	2.80	3452.0	Noun
relative	bulk	2.97	397.0	Noun
relax	bulk	2.86	4936.0	Verb
relaxant	bulk	2.85	12.0	Noun
relaxation	bulk	3.04	80.0	Noun
relaxed	bulk	2.50	356.0	Adjective
relaxer	bulk	2.83	2.0	Noun
relaxing	bulk	2.62	184.0	Adjective
relay	bulk	3.48	152.0	Noun
relearn	bulk	2.36	2.0	Verb
release	bulk	3.24	1851.0	Verb
releaser	bulk	3.29	0.0	#N/A
relentlessly	bulk	2.22	27.0	Adverb
reliance	bulk	2.20	14.0	Noun
relicense	bulk	2.67	0.0	#N/A
relief	bulk	2.45	744.0	Noun
relieve	bulk	2.47	284.0	Verb
relieved	bulk	2.17	524.0	Verb
reliever	bulk	2.63	9.0	Verb
relieving	bulk	2.03	60.0	Verb
relight	bulk	3.00	6.0	Noun
religious	bulk	2.50	707.0	Adjective
relinquish	bulk	3.03	46.0	Verb
relish	bulk	3.30	96.0	Verb
relive	bulk	2.12	86.0	Verb
reload	bulk	3.64	71.0	Verb
relocate	bulk	2.76	65.0	Verb
relocation	bulk	2.63	39.0	Noun
relock	bulk	3.50	3.0	Noun
reluctance	bulk	2.10	46.0	Noun
reluctantly	bulk	2.04	33.0	Adverb
remade	bulk	2.61	10.0	Verb
remainder	bulk	3.11	77.0	Noun
remaining	bulk	2.64	344.0	Adjective
remains	bulk	3.46	890.0	Verb
remake	bulk	2.93	52.0	Verb
remap	bulk	2.76	0.0	#N/A
remark	bulk	3.25	224.0	Noun
remarket	bulk	2.04	0.0	#N/A
remarriage	bulk	2.15	3.0	Noun
remarry	bulk	2.72	44.0	Verb
rematch	bulk	2.77	73.0	Noun
remedial	bulk	2.31	20.0	Adjective
remedy	bulk	2.96	118.0	Noun
remember	bulk	2.41	27666.0	Verb
remembrance	bulk	2.40	37.0	Noun
remind	bulk	2.19	1883.0	Verb
reminder	bulk	2.41	192.0	Noun
reminisce	bulk	2.39	37.0	Verb
reminiscence	bulk	2.07	6.0	Noun
remission	bulk	2.13	45.0	Noun
remittance	bulk	2.39	5.0	Noun
remix	bulk	2.96	16.0	Noun
remnant	bulk	2.89	12.0	Noun
remodel	bulk	3.41	39.0	Noun
remodeler	bulk	3.61	1.0	Noun
remold	bulk	3.23	1.0	Verb
remortgage	bulk	2.26	3.0	Verb
remote	bulk	3.44	713.0	Adjective
remotely	bulk	2.03	164.0	Adverb
remount	bulk	2.63	2.0	Verb
removable	bulk	2.48	6.0	Adjective
removal	bulk	3.00	105.0	Noun
remove	bulk	3.14	1084.0	Verb
removed	bulk	2.87	737.0	Verb
remover	bulk	3.68	33.0	Noun
removing	bulk	3.00	165.0	Verb
renaissance	bulk	2.30	112.0	Noun
rename	bulk	2.59	11.0	Verb
rend	bulk	2.61	16.0	Verb
render	bulk	2.14	103.0	Verb
renderer	bulk	3.00	1.0	Noun
rendering	bulk	2.47	54.0	Noun
rendezvous	bulk	2.75	312.0	Noun
rendition	bulk	2.42	22.0	Noun
renegade	bulk	2.96	68.0	Noun
renegotiation	bulk	2.14	6.0	Noun
renew	bulk	2.07	111.0	Verb
renewable	bulk	2.26	8.0	Adjective
renewal	bulk	2.29	49.0	Noun
renovate	bulk	2.93	13.0	Verb
renovation	bulk	3.07	43.0	Noun
renovator	bulk	3.46	0.0	#N/A
rent	bulk	3.48	1762.0	Noun
rental	bulk	2.65	246.0	Noun
rented	bulk	2.71	466.0	Verb
renumber	bulk	2.79	0.0	#N/A
renunciation	bulk	2.23	11.0	Noun
reoccupy	bulk	3.00	0.0	#N/A
reoccurring	bulk	2.45	11.0	Adjective
reoffer	bulk	2.44	0.0	#N/A
reopen	bulk	2.84	81.0	Verb
reorder	bulk	3.14	4.0	Noun
reorganization	bulk	2.31	18.0	Noun
reorganize	bulk	2.74	21.0	Verb
reorient	bulk	2.36	2.0	Noun
rep	bulk	2.87	263.0	Noun
repack	bulk	2.56	7.0	Verb
repackage	bulk	3.45	3.0	Verb
repacking	bulk	3.80	3.0	Verb
repair	bulk	3.32	450.0	Verb
repairable	bulk	2.54	2.0	Adjective
reparable	bulk	2.81	0.0	#N/A
reparation	bulk	2.37	6.0	Noun
repave	bulk	3.22	0.0	#N/A
repay	bulk	2.52	265.0	Verb
repayable	bulk	2.38	0.0	#N/A
repaying	bulk	2.17	16.0	Verb
repayment	bulk	2.73	12.0	Noun
repeal	bulk	2.24	8.0	Verb
repeat	bulk	2.90	1684.0	Verb
repeatable	bulk	2.12	3.0	Adjective
repeated	bulk	3.07	143.0	Verb
repeatedly	bulk	2.48	116.0	Adverb
repeater	bulk	3.18	14.0	Noun
repel	bulk	3.00	34.0	Verb
repellant	bulk	3.17	4.0	Noun
repellent	bulk	3.32	40.0	Noun
repelling	bulk	3.10	6.0	Verb
repercussion	bulk	2.35	4.0	Noun
repertoire	bulk	2.41	23.0	Noun
repetition	bulk	3.17	35.0	Noun
repetitious	bulk	2.70	7.0	Adjective
repetitive	bulk	2.74	29.0	Adjective
rephrase	bulk	2.17	84.0	Verb
replace	bulk	3.00	681.0	Verb
replaceable	bulk	2.46	11.0	Adjective
replacement	bulk	3.47	317.0	Noun
replacer	bulk	2.70	1.0	Noun
replant	bulk	3.15	7.0	Verb
replay	bulk	3.04	61.0	Noun
replenish	bulk	2.18	26.0	Verb
replica	bulk	3.86	56.0	Noun
replicate	bulk	3.33	37.0	Verb
replicated	bulk	2.46	6.0	Verb
replication	bulk	3.00	11.0	Noun
replier	bulk	3.08	0.0	#N/A
reply	bulk	2.96	245.0	Noun
repo	bulk	3.12	0.0	#N/A
repopulate	bulk	2.24	12.0	Verb
report	bulk	3.92	5508.0	Noun
repose	bulk	2.73	29.0	Noun
reposition	bulk	3.21	27.0	Verb
repository	bulk	3.66	13.0	Noun
repossess	bulk	2.77	20.0	Verb
repossession	bulk	2.68	2.0	Noun
repost	bulk	2.93	0.0	#N/A
repower	bulk	2.44	1.0	Verb
reprehend	bulk	2.09	1.0	Noun
represent	bulk	2.12	773.0	Verb
representation	bulk	2.19	127.0	Noun
representative	bulk	3.39	270.0	Noun
repressor	bulk	2.80	1.0	Noun
reprimand	bulk	2.63	27.0	Noun
reprimanding	bulk	2.21	4.0	Verb
reprint	bulk	3.71	7.0	Noun
reprisal	bulk	2.16	13.0	Noun
reprise	bulk	2.37	7.0	Verb
reprocess	bulk	2.64	2.0	Verb
reproduce	bulk	3.48	79.0	Verb
reproduction	bulk	2.92	75.0	Noun
reproductive	bulk	2.63	54.0	Adjective
reproductively	bulk	2.27	2.0	Adverb
reprogram	bulk	2.57	38.0	Verb
reproof	bulk	2.24	2.0	Noun
reps	bulk	3.64	46.0	Noun
reptilian	bulk	3.46	16.0	Adjective
republic	bulk	2.81	286.0	Noun
republican	bulk	2.79	206.0	Noun
repulse	bulk	2.38	13.0	Verb
repulsion	bulk	2.10	8.0	Noun
repulsive	bulk	2.11	103.0	Adjective
repulsively	bulk	2.07	2.0	Adverb
repurpose	bulk	2.21	0.0	#N/A
reputably	bulk	2.14	0.0	#N/A
request	bulk	2.59	1304.0	Noun
requester	bulk	3.59	1.0	Noun
require	bulk	2.07	542.0	Verb
requirement	bulk	2.52	73.0	Noun
requisition	bulk	2.41	57.0	Noun
reread	bulk	3.32	23.0	Verb
rerecord	bulk	2.82	2.0	Noun
rerelease	bulk	2.54	1.0	Noun
reroll	bulk	3.22	0.0	#N/A
reroof	bulk	3.26	0.0	#N/A
reroute	bulk	2.92	43.0	Verb
rerun	bulk	2.96	47.0	Noun
resale	bulk	2.26	12.0	Noun
resample	bulk	2.96	0.0	#N/A
rescale	bulk	2.43	0.0	#N/A
reschedule	bulk	2.61	180.0	Verb
rescind	bulk	2.57	27.0	Verb
rescrub	bulk	2.91	0.0	#N/A
rescue	bulk	3.17	1296.0	Verb
rescuer	bulk	3.93	14.0	Noun
reseal	bulk	3.62	3.0	Verb
research	bulk	3.03	1688.0	Noun
researcher	bulk	3.81	38.0	Noun
reseat	bulk	2.85	1.0	Verb
reseed	bulk	3.54	2.0	Verb
reselect	bulk	2.76	0.0	#N/A
resell	bulk	2.27	8.0	Verb
resemblance	bulk	2.07	180.0	Noun
resemble	bulk	2.19	87.0	Verb
resend	bulk	2.46	2.0	Verb
resent	bulk	2.41	293.0	Verb
resentful	bulk	2.30	29.0	Adjective
reservation	bulk	3.14	526.0	Noun
reserve	bulk	2.29	366.0	Noun
reserved	bulk	2.04	258.0	Verb
reset	bulk	3.00	164.0	Verb
resettle	bulk	2.72	0.0	#N/A
resettlement	bulk	2.04	5.0	Noun
reshape	bulk	2.47	11.0	Verb
reshaping	bulk	2.69	4.0	Noun
reshoot	bulk	3.04	12.0	Verb
reshuffle	bulk	3.73	4.0	Noun
reside	bulk	3.19	56.0	Verb
residency	bulk	3.04	99.0	Noun
residential	bulk	2.62	91.0	Adjective
residual	bulk	2.43	64.0	Adjective
residue	bulk	3.78	140.0	Noun
resift	bulk	2.83	0.0	#N/A
resign	bulk	2.25	257.0	Verb
resignation	bulk	2.93	191.0	Noun
resigned	bulk	2.17	142.0	Verb
resilience	bulk	2.26	7.0	Noun
resiliency	bulk	2.08	3.0	Noun
resilient	bulk	2.21	28.0	Adjective
resist	bulk	2.78	657.0	Verb
resistance	bulk	2.68	431.0	Noun
resister	bulk	3.37	0.0	#N/A
resisting	bulk	2.64	152.0	Verb
resize	bulk	2.82	1.0	Verb
resolution	bulk	2.37	150.0	Noun
resolved	bulk	2.13	175.0	Verb
resolvent	bulk	2.28	0.0	#N/A
resolver	bulk	2.62	0.0	#N/A
resonance	bulk	2.23	33.0	Noun
resonator	bulk	2.55	0.0	#N/A
resound	bulk	2.07	9.0	Verb
resounding	bulk	2.21	23.0	Adjective
resource	bulk	2.55	83.0	Noun
respect	bulk	2.04	3644.0	Noun
respectful	bulk	2.19	97.0	Adjective
respiration	bulk	3.89	63.0	Noun
respiratory	bulk	3.25	142.0	Adjective
respond	bulk	2.64	719.0	Verb
respondent	bulk	3.36	7.0	Noun
responder	bulk	3.44	1.0	Noun
response	bulk	3.00	821.0	Noun
responsibly	bulk	2.14	21.0	Adverb
responsive	bulk	2.27	40.0	Adjective
rest	bulk	3.03	10861.0	Noun
restack	bulk	3.58	1.0	Verb
restart	bulk	2.92	30.0	Verb
restate	bulk	3.00	7.0	Verb
restful	bulk	2.04	38.0	Adjective
restfully	bulk	2.28	0.0	#N/A
resting	bulk	3.71	357.0	Verb
restitution	bulk	2.36	28.0	Noun
restless	bulk	2.46	247.0	Adjective
restlessness	bulk	2.32	16.0	Noun
restock	bulk	3.75	23.0	Verb
restoration	bulk	2.65	48.0	Noun
restore	bulk	2.79	253.0	Verb
restorer	bulk	2.83	11.0	Noun
restrain	bulk	2.76	78.0	Verb
restrained	bulk	3.00	56.0	Verb
restraining	bulk	2.74	171.0	Adjective
restraint	bulk	3.32	131.0	Noun
restrict	bulk	2.21	28.0	Verb
restricted	bulk	2.83	209.0	Adjective
restriction	bulk	2.25	26.0	Noun
restrictive	bulk	2.31	14.0	Adjective
restring	bulk	3.20	1.0	Verb
restructuring	bulk	2.07	18.0	Noun
restudy	bulk	2.24	0.0	#N/A
restyle	bulk	2.77	0.0	#N/A
resubmit	bulk	3.04	3.0	Verb
result	bulk	2.85	1008.0	Noun
